Session ID,ID,Child ID,Name,Status,Node ID,Node Lat [deg],Node Lon [deg],Type,Min Freq [MHz],Max Freq [MHz],Avg Freq [MHz],Min BW [kHz],Max BW [kHz],Avg BW [kHz],Min PWR [dBm],Max PWR [dBm],Avg PWR [dBm],Min SNR [dB],Max SNR [dB],Avg SNR [dB],DOA Az Type,Min DOA Az [deg],Max DOA Az [deg],Avg DOA Az [deg],DOA Az Std [deg],Min DOA El [deg],Max DOA El [deg],Avg DOA El [deg],DOA El Std [deg],First Seen,First Seen - FracSecs,Duration [ms],RssiLast [dBm],RssiExpAvg [dBm],MaxRssiDist LossExp,MaxRssiDist Min [dBm],MaxRssiDist Max [dBm],MaxRssiDist Avg [dBm],MaxRssiDist Last [dBm]
65,1,-1,440MHZ,NEW,2,12.769854,77.796209,FIXED,440.002816,440.00432,440.00416,3.052,6.104,5.653,-48.9,-41.1,-45.7,74.2,75.1,75,RELATIVE,317.6,318.1,317.8,0.1,0,0,NA,0,2026-03-02T11:59:01,0.147833,522.912,-47.3,-47.1,-1,-1,-1,-1,-1
65,1,-1,440MHZ,NEW,2,12.769854,77.796209,FIXED,440.002816,440.00432,440.00416,3.052,6.104,5.653,-48.9,-41.1,-45.7,74.2,75.1,75,RELATIVE,317.6,318.1,317.8,0.1,0,0,NA,0,2026-03-02T11:59:01,0.147833,522.912,-47.3,-47.1,-1,-1,-1,-1,-1
65,1,-1,440MHZ,NEW,2,12.769854,77.796209,FIXED,440.002816,440.00432,440.00416,3.052,6.104,5.653,-48.9,-41.1,-45.7,74.2,75.1,75,RELATIVE,317.6,318.1,317.8,0.1,0,0,NA,0,2026-03-02T11:59:01,0.147833,522.912,-47.3,-47.1,-1,-1,-1,-1,-1
65,1,1,440MHZ,NEW,2,12.769854,77.796209,BURST,440.002816,440.002816,440.002816,6.104,6.104,6.104,-48,-48,-48,74.2,74.2,74.2,RELATIVE,317.8,317.8,317.8,0,NA,NA,NA,NA,2026-03-02T11:59:01,0.147833,5.243,-51,-51,-1,-1,-1,-1,-1
65,1,1,440MHZ,NEW,2,12.769854,77.796209,BURST,440.002816,440.002816,440.002816,6.104,6.104,6.104,-48,-48,-48,74.2,74.2,74.2,RELATIVE,317.8,317.8,317.8,0,NA,NA,NA,NA,2026-03-02T11:59:01,0.147833,5.243,-51,-51,-1,-1,-1,-1,-1
65,1,1,440MHZ,NEW,2,12.769854,77.796209,BURST,440.002816,440.002816,440.002816,6.104,6.104,6.104,-48,-48,-48,74.2,74.2,74.2,RELATIVE,317.8,317.8,317.8,0,NA,NA,NA,NA,2026-03-02T11:59:01,0.147833,5.243,-51,-51,-1,-1,-1,-1,-1
65,2,1,440MHZ,NEW,2,12.769854,77.796209,BURST,440.00432,440.00432,440.00432,6.104,6.104,6.104,-46.7,-46.7,-46.7,75.1,75.1,75.1,RELATIVE,317.7,317.7,317.7,0,NA,NA,NA,NA,2026-03-02T11:59:01,0.187656,5.243,-49.7,-49.7,-1,-1,-1,-1,-1
65,2,1,440MHZ,NEW,2,12.769854,77.796209,BURST,440.00432,440.00432,440.00432,6.104,6.104,6.104,-46.7,-46.7,-46.7,75.1,75.1,75.1,RELATIVE,317.7,317.7,317.7,0,NA,NA,NA,NA,2026-03-02T11:59:01,0.187656,5.243,-49.7,-49.7,-1,-1,-1,-1,-1
65,2,1,440MHZ,UPDATE,2,12.769854,77.796209,BURST,440.00432,440.00432,440.00432,3.052,6.104,5.086,-48.9,-42,-45.9,75.1,75.1,75.1,RELATIVE,317.6,317.7,317.7,0.1,NA,NA,NA,NA,2026-03-02T11:59:01,0.187656,124.702,-45,-47.9,-1,-1,-1,-1,-1
65,2,1,440MHZ,UPDATE,2,12.769854,77.796209,BURST,440.00432,440.00432,440.00432,3.052,6.104,5.086,-48.9,-42,-45.9,75.1,75.1,75.1,RELATIVE,317.6,317.7,317.7,0.1,NA,NA,NA,NA,2026-03-02T11:59:01,0.187656,124.702,-45,-47.9,-1,-1,-1,-1,-1
65,2,1,440MHZ,UPDATE,2,12.769854,77.796209,BURST,440.00432,440.00432,440.00432,3.052,6.104,5.341,-48.9,-42,-45.9,75.1,75.1,75.1,RELATIVE,317.6,317.8,317.7,0.1,NA,NA,NA,NA,2026-03-02T11:59:01,0.187656,204.348,-49,-48.2,-1,-1,-1,-1,-1
65,2,1,440MHZ,UPDATE,2,12.769854,77.796209,BURST,440.00432,440.00432,440.00432,3.052,6.104,5.341,-48.9,-42,-45.9,75.1,75.1,75.1,RELATIVE,317.6,317.8,317.7,0.1,NA,NA,NA,NA,2026-03-02T11:59:01,0.187656,204.348,-49,-48.2,-1,-1,-1,-1,-1
